Order,Site,BIDS_subID,BIDS_session,BIDS_run,data_to_nifti,filter_count_runs_per_sub,filter_count_runs_per_session,Original_ID,Original_data_structure (subID to nifti),"Modality (T1w, T2w, T2*w, BOLD, etc)",Sex,Age(Years),Age(Weeks),Age(Days),DOB,Date of Scan,Experimental_Condition,Species,"Usage (PRIME1, UWMadison, PRIME2, BrainCharts)",Path to Raw Data Folder (ACCESS),Path to Raw Data Folder (Server),Notes,,JSON,Longitudinal_ID
87,site-NKIdev,001,015,1,001/015/func/sub-001_ses-015_task-REST_run-1_bold.nii.gz,0,0,sub-MILO_ses-20220322_task-REST_run-1_bold.nii.gz,,bold,M,,,,8/6/21,,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
88,site-NKIdev,001,015,2,001/015/func/sub-001_ses-015_task-REST_run-2_bold.nii.gz,0,0,sub-MILO_ses-20220322_task-REST_run-2_bold.nii.gz,,bold,M,,,,8/6/21,,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
89,site-NKIdev,001,015,3,001/015/func/sub-001_ses-015_task-REST_run-3_bold.nii.gz,0,0,sub-MILO_ses-20220322_task-REST_run-3_bold.nii.gz,,bold,M,,,,8/6/21,,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
90,site-NKIdev,001,016,1,sub-001/ses-016/anat/sub-001_ses-016_run-1_T1w.nii.gz,0,1,sub-MILO_ses-20220405_run-1_T1w.nii.gz,,T1w,M,0.66301188,34.5714286,242,8/6/21,4/5/22,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
91,site-NKIdev,001,016,2,sub-001/ses-016/anat/sub-001_ses-016_run-2_T1w.nii.gz,0,0,sub-MILO_ses-20220405_run-2_T1w.nii.gz,,T1w,M,0.66301188,34.5714286,242,8/6/21,4/5/22,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
92,site-NKIdev,001,016,1,sub-001/ses-016/anat/sub-001_ses-016_run-1_T2w.nii.gz,0,0,sub-MILO_ses-20220405_T2w.nii.gz,,T2w,M,0.66301188,34.5714286,242,8/6/21,4/5/22,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
93,site-NKIdev,001,016,1,001/016/func/sub-001_ses-016_task-REST_run-1_bold.nii.gz,0,0,sub-MILO_ses-20220405_task-REST_run-1_bold.nii.gz,,bold,M,,,,8/6/21,,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
94,site-NKIdev,001,016,2,001/016/func/sub-001_ses-016_task-REST_run-2_bold.nii.gz,0,0,sub-MILO_ses-20220405_task-REST_run-2_bold.nii.gz,,bold,M,,,,8/6/21,,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
95,site-NKIdev,001,016,3,001/016/func/sub-001_ses-016_task-REST_run-3_bold.nii.gz,0,0,sub-MILO_ses-20220405_task-REST_run-3_bold.nii.gz,,bold,M,,,,8/6/21,,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
96,site-NKIdev,001,017,1,sub-001/ses-017/anat/sub-001_ses-017_run-1_T1w.nii.gz,0,1,sub-MILO_ses-20220419_run-1_T1w.nii.gz,,T1w,M,0.70136794,36.5714286,256,8/6/21,4/19/22,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
97,site-NKIdev,001,017,2,sub-001/ses-017/anat/sub-001_ses-017_run-2_T1w.nii.gz,0,0,sub-MILO_ses-20220419_run-2_T1w.nii.gz,,T1w,M,0.70136794,36.5714286,256,8/6/21,4/19/22,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
98,site-NKIdev,001,017,1,sub-001/ses-017/anat/sub-001_ses-017_run-1_T2w.nii.gz,0,0,sub-MILO_ses-20220419_T2w.nii.gz,,T2w,M,0.70136794,36.5714286,256,8/6/21,4/19/22,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
99,site-NKIdev,001,017,1,001/017/func/sub-001_ses-017_task-REST_run-1_bold.nii.gz,0,0,sub-MILO_ses-20220419_task-REST_run-1_bold.nii.gz,,bold,M,,,,8/6/21,,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
100,site-NKIdev,001,017,2,001/017/func/sub-001_ses-017_task-REST_run-2_bold.nii.gz,0,0,sub-MILO_ses-20220419_task-REST_run-2_bold.nii.gz,,bold,M,,,,8/6/21,,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
101,site-NKIdev,001,017,3,001/017/func/sub-001_ses-017_task-REST_run-3_bold.nii.gz,0,0,sub-MILO_ses-20220419_task-REST_run-3_bold.nii.gz,,bold,M,,,,8/6/21,,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
102,site-NKIdev,001,018,1,sub-001/ses-018/anat/sub-001_ses-018_run-1_T1w.nii.gz,0,1,sub-MILO_ses-20220505_run-1_T1w.nii.gz,,T1w,M,0.74520344,38.8571429,272,8/6/21,5/5/22,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
103,site-NKIdev,001,018,2,sub-001/ses-018/anat/sub-001_ses-018_run-2_T1w.nii.gz,0,0,sub-MILO_ses-20220505_run-2_T1w.nii.gz,,T1w,M,0.74520344,38.8571429,272,8/6/21,5/5/22,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
104,site-NKIdev,001,018,1,sub-001/ses-018/anat/sub-001_ses-018_run-1_T2w.nii.gz,0,0,sub-MILO_ses-20220505_T2w.nii.gz,,T2w,M,0.74520344,38.8571429,272,8/6/21,5/5/22,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
105,site-NKIdev,001,018,1,001/018/func/sub-001_ses-018_task-REST_run-1_bold.nii.gz,0,0,sub-MILO_ses-20220505_task-REST_run-1_bold.nii.gz,,bold,M,,,,8/6/21,,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
106,site-NKIdev,001,018,2,001/018/func/sub-001_ses-018_task-REST_run-2_bold.nii.gz,0,0,sub-MILO_ses-20220505_task-REST_run-2_bold.nii.gz,,bold,M,,,,8/6/21,,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
107,site-NKIdev,001,018,3,001/018/func/sub-001_ses-018_task-REST_run-3_bold.nii.gz,0,0,sub-MILO_ses-20220505_task-REST_run-3_bold.nii.gz,,bold,M,,,,8/6/21,,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
108,site-NKIdev,001,019,1,sub-001/ses-019/anat/sub-001_ses-019_run-1_T1w.nii.gz,0,1,sub-MILO_ses-20220517_run-1_T1w.nii.gz,,T1w,M,0.77808006,40.5714286,284,8/6/21,5/17/22,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
109,site-NKIdev,001,019,2,sub-001/ses-019/anat/sub-001_ses-019_run-2_T1w.nii.gz,0,0,sub-MILO_ses-20220517_run-2_T1w.nii.gz,,T1w,M,0.77808006,40.5714286,284,8/6/21,5/17/22,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
110,site-NKIdev,001,019,1,sub-001/ses-019/anat/sub-001_ses-019_run-1_T2w.nii.gz,0,0,sub-MILO_ses-20220517_T2w.nii.gz,,T2w,M,0.77808006,40.5714286,284,8/6/21,5/17/22,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
111,site-NKIdev,001,019,1,001/019/func/sub-001_ses-019_task-REST_run-1_bold.nii.gz,0,0,sub-MILO_ses-20220517_task-REST_run-1_bold.nii.gz,,bold,M,,,,8/6/21,,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
112,site-NKIdev,001,019,2,001/019/func/sub-001_ses-019_task-REST_run-2_bold.nii.gz,0,0,sub-MILO_ses-20220517_task-REST_run-2_bold.nii.gz,,bold,M,,,,8/6/21,,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
113,site-NKIdev,001,019,3,001/019/func/sub-001_ses-019_task-REST_run-3_bold.nii.gz,0,0,sub-MILO_ses-20220517_task-REST_run-3_bold.nii.gz,,bold,M,,,,8/6/21,,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
114,site-NKIdev,001,020,1,sub-001/ses-020/anat/sub-001_ses-020_run-1_T1w.nii.gz,0,1,sub-MILO_ses-20220602_run-1_T1w.nii.gz,,T1w,M,0.82191556,42.8571429,300,8/6/21,6/2/22,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
115,site-NKIdev,001,020,2,sub-001/ses-020/anat/sub-001_ses-020_run-2_T1w.nii.gz,0,0,sub-MILO_ses-20220602_run-2_T1w.nii.gz,,T1w,M,0.82191556,42.8571429,300,8/6/21,6/2/22,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
116,site-NKIdev,001,020,1,sub-001/ses-020/anat/sub-001_ses-020_run-1_T2w.nii.gz,0,0,sub-MILO_ses-20220602_T2w.nii.gz,,T2w,M,0.82191556,42.8571429,300,8/6/21,6/2/22,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
117,site-NKIdev,001,020,1,001/020/func/sub-001_ses-020_task-REST_run-1_bold.nii.gz,0,0,sub-MILO_ses-20220602_task-REST_run-1_bold.nii.gz,,bold,M,,,,8/6/21,,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
118,site-NKIdev,001,020,2,001/020/func/sub-001_ses-020_task-REST_run-2_bold.nii.gz,0,0,sub-MILO_ses-20220602_task-REST_run-2_bold.nii.gz,,bold,M,,,,8/6/21,,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
119,site-NKIdev,001,020,3,001/020/func/sub-001_ses-020_task-REST_run-3_bold.nii.gz,0,0,sub-MILO_ses-20220602_task-REST_run-3_bold.nii.gz,,bold,M,,,,8/6/21,,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
120,site-NKIdev,001,021,1,sub-001/ses-021/anat/sub-001_ses-021_run-1_T1w.nii.gz,0,1,sub-MILO_ses-20220616_run-1_T1w.nii.gz,,T1w,M,0.86027162,44.8571429,314,8/6/21,6/16/22,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
121,site-NKIdev,001,021,2,sub-001/ses-021/anat/sub-001_ses-021_run-2_T1w.nii.gz,0,0,sub-MILO_ses-20220616_run-2_T1w.nii.gz,,T1w,M,0.86027162,44.8571429,314,8/6/21,6/16/22,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
122,site-NKIdev,001,021,1,sub-001/ses-021/anat/sub-001_ses-021_run-1_T2w.nii.gz,0,0,sub-MILO_ses-20220616_T2w.nii.gz,,T2w,M,0.86027162,44.8571429,314,8/6/21,6/16/22,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
123,site-NKIdev,001,021,1,001/021/func/sub-001_ses-021_task-REST_run-1_bold.nii.gz,0,0,sub-MILO_ses-20220616_task-REST_run-1_bold.nii.gz,,bold,M,,,,8/6/21,,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
124,site-NKIdev,001,021,2,001/021/func/sub-001_ses-021_task-REST_run-2_bold.nii.gz,0,0,sub-MILO_ses-20220616_task-REST_run-2_bold.nii.gz,,bold,M,,,,8/6/21,,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
125,site-NKIdev,001,021,3,001/021/func/sub-001_ses-021_task-REST_run-3_bold.nii.gz,0,0,sub-MILO_ses-20220616_task-REST_run-3_bold.nii.gz,,bold,M,,,,8/6/21,,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
126,site-NKIdev,001,022,1,sub-001/ses-022/anat/sub-001_ses-022_run-1_T1w.nii.gz,0,1,sub-MILO_ses-20220628_run-1_T1w.nii.gz,,T1w,M,0.89314824,46.5714286,326,8/6/21,6/28/22,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
127,site-NKIdev,001,022,2,sub-001/ses-022/anat/sub-001_ses-022_run-2_T1w.nii.gz,0,0,sub-MILO_ses-20220628_run-2_T1w.nii.gz,,T1w,M,0.89314824,46.5714286,326,8/6/21,6/28/22,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
128,site-NKIdev,001,022,1,sub-001/ses-022/anat/sub-001_ses-022_run-1_T2w.nii.gz,0,0,sub-MILO_ses-20220628_T2w.nii.gz,,T2w,M,0.89314824,46.5714286,326,8/6/21,6/28/22,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
129,site-NKIdev,001,022,1,001/022/func/sub-001_ses-022_task-REST_run-1_bold.nii.gz,0,0,sub-MILO_ses-20220628_task-REST_run-1_bold.nii.gz,,bold,M,,,,8/6/21,,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
130,site-NKIdev,001,022,2,001/022/func/sub-001_ses-022_task-REST_run-2_bold.nii.gz,0,0,sub-MILO_ses-20220628_task-REST_run-2_bold.nii.gz,,bold,M,,,,8/6/21,,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
131,site-NKIdev,001,022,3,001/022/func/sub-001_ses-022_task-REST_run-3_bold.nii.gz,0,0,sub-MILO_ses-20220628_task-REST_run-3_bold.nii.gz,,bold,M,,,,8/6/21,,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
132,site-NKIdev,001,023,1,sub-001/ses-023/anat/sub-001_ses-023_run-1_T1w.nii.gz,0,1,sub-MILO_ses-20220712_run-1_T1w.nii.gz,,T1w,M,0.9315043,48.5714286,340,8/6/21,7/12/22,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
133,site-NKIdev,001,023,2,sub-001/ses-023/anat/sub-001_ses-023_run-2_T1w.nii.gz,0,0,sub-MILO_ses-20220712_run-2_T1w.nii.gz,,T1w,M,0.9315043,48.5714286,340,8/6/21,7/12/22,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
134,site-NKIdev,001,023,1,sub-001/ses-023/anat/sub-001_ses-023_run-1_T2w.nii.gz,0,0,sub-MILO_ses-20220712_T2w.nii.gz,,T2w,M,0.9315043,48.5714286,340,8/6/21,7/12/22,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
135,site-NKIdev,001,023,1,001/023/func/sub-001_ses-023_task-REST_run-1_bold.nii.gz,0,0,sub-MILO_ses-20220712_task-REST_run-1_bold.nii.gz,,bold,M,,,,8/6/21,,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
136,site-NKIdev,001,023,2,001/023/func/sub-001_ses-023_task-REST_run-2_bold.nii.gz,0,0,sub-MILO_ses-20220712_task-REST_run-2_bold.nii.gz,,bold,M,,,,8/6/21,,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
137,site-NKIdev,001,023,3,001/023/func/sub-001_ses-023_task-REST_run-3_bold.nii.gz,0,0,sub-MILO_ses-20220712_task-REST_run-3_bold.nii.gz,,bold,M,,,,8/6/21,,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
138,site-NKIdev,001,024,1,sub-001/ses-024/anat/sub-001_ses-024_run-1_T1w.nii.gz,0,1,sub-MILO_ses-20220726_run-1_T1w.nii.gz,,T1w,M,0.96986036,50.5714286,354,8/6/21,7/26/22,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
139,site-NKIdev,001,024,2,sub-001/ses-024/anat/sub-001_ses-024_run-2_T1w.nii.gz,0,0,sub-MILO_ses-20220726_run-2_T1w.nii.gz,,T1w,M,0.96986036,50.5714286,354,8/6/21,7/26/22,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
140,site-NKIdev,001,024,1,sub-001/ses-024/anat/sub-001_ses-024_run-1_T2w.nii.gz,0,0,sub-MILO_ses-20220726_T2w.nii.gz,,T2w,M,0.96986036,50.5714286,354,8/6/21,7/26/22,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
141,site-NKIdev,001,024,1,001/024/func/sub-001_ses-024_task-REST_run-1_bold.nii.gz,0,0,sub-MILO_ses-20220726_task-REST_run-1_bold.nii.gz,,bold,M,,,,8/6/21,,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
142,site-NKIdev,001,024,2,001/024/func/sub-001_ses-024_task-REST_run-2_bold.nii.gz,0,0,sub-MILO_ses-20220726_task-REST_run-2_bold.nii.gz,,bold,M,,,,8/6/21,,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
143,site-NKIdev,001,024,3,001/024/func/sub-001_ses-024_task-REST_run-3_bold.nii.gz,0,0,sub-MILO_ses-20220726_task-REST_run-3_bold.nii.gz,,bold,M,,,,8/6/21,,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
144,site-NKIdev,001,025,1,sub-001/ses-025/anat/sub-001_ses-025_run-1_T1w.nii.gz,0,1,sub-MILO_ses-20220823_run-1_T1w.nii.gz,,T1w,M,1.04657248,54.5714286,382,8/6/21,8/23/22,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
145,site-NKIdev,001,025,2,sub-001/ses-025/anat/sub-001_ses-025_run-2_T1w.nii.gz,0,0,sub-MILO_ses-20220823_run-2_T1w.nii.gz,,T1w,M,1.04657248,54.5714286,382,8/6/21,8/23/22,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
146,site-NKIdev,001,025,1,sub-001/ses-025/anat/sub-001_ses-025_run-1_T2w.nii.gz,0,0,sub-MILO_ses-20220823_T2w.nii.gz,,T2w,M,1.04657248,54.5714286,382,8/6/21,8/23/22,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
147,site-NKIdev,001,025,1,001/025/func/sub-001_ses-025_task-REST_run-1_bold.nii.gz,0,0,sub-MILO_ses-20220823_task-REST_run-1_bold.nii.gz,,bold,M,,,,8/6/21,,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
148,site-NKIdev,001,025,2,001/025/func/sub-001_ses-025_task-REST_run-2_bold.nii.gz,0,0,sub-MILO_ses-20220823_task-REST_run-2_bold.nii.gz,,bold,M,,,,8/6/21,,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
149,site-NKIdev,001,025,3,001/025/func/sub-001_ses-025_task-REST_run-3_bold.nii.gz,0,0,sub-MILO_ses-20220823_task-REST_run-3_bold.nii.gz,,bold,M,,,,8/6/21,,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
150,site-NKIdev,001,026,1,sub-001/ses-026/anat/sub-001_ses-026_run-1_T1w.nii.gz,0,1,sub-MILO_ses-20220906_run-1_T1w.nii.gz,,T1w,M,1.08492853,56.5714286,396,8/6/21,9/6/22,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
151,site-NKIdev,001,026,2,sub-001/ses-026/anat/sub-001_ses-026_run-2_T1w.nii.gz,0,0,sub-MILO_ses-20220906_run-2_T1w.nii.gz,,T1w,M,1.08492853,56.5714286,396,8/6/21,9/6/22,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
152,site-NKIdev,001,026,1,sub-001/ses-026/anat/sub-001_ses-026_run-1_T2w.nii.gz,0,0,sub-MILO_ses-20220906_T2w.nii.gz,,T2w,M,1.08492853,56.5714286,396,8/6/21,9/6/22,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
153,site-NKIdev,001,026,1,001/026/func/sub-001_ses-026_task-REST_run-1_bold.nii.gz,0,0,sub-MILO_ses-20220906_task-REST_run-1_bold.nii.gz,,bold,M,,,,8/6/21,,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
154,site-NKIdev,001,026,2,001/026/func/sub-001_ses-026_task-REST_run-2_bold.nii.gz,0,0,sub-MILO_ses-20220906_task-REST_run-2_bold.nii.gz,,bold,M,,,,8/6/21,,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
155,site-NKIdev,001,026,3,001/026/func/sub-001_ses-026_task-REST_run-3_bold.nii.gz,0,0,sub-MILO_ses-20220906_task-REST_run-3_bold.nii.gz,,bold,M,,,,8/6/21,,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
156,site-NKIdev,001,027,1,sub-001/ses-027/anat/sub-001_ses-027_run-1_T1w.nii.gz,0,1,sub-MILO_ses-20221101_run-1_T1w.nii.gz,,T1w,M,1.23835277,64.5714286,452,8/6/21,11/1/22,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
157,site-NKIdev,001,027,2,sub-001/ses-027/anat/sub-001_ses-027_run-2_T1w.nii.gz,0,0,sub-MILO_ses-20221101_run-2_T1w.nii.gz,,T1w,M,1.23835277,64.5714286,452,8/6/21,11/1/22,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
158,site-NKIdev,001,027,1,sub-001/ses-027/anat/sub-001_ses-027_run-1_T2w.nii.gz,0,0,sub-MILO_ses-20221101_T2w.nii.gz,,T2w,M,1.23835277,64.5714286,452,8/6/21,11/1/22,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
159,site-NKIdev,001,027,1,001/027/func/sub-001_ses-027_task-REST_run-1_bold.nii.gz,0,0,sub-MILO_ses-20221101_task-REST_run-1_bold.nii.gz,,bold,M,,,,8/6/21,,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
160,site-NKIdev,001,027,2,001/027/func/sub-001_ses-027_task-REST_run-2_bold.nii.gz,0,0,sub-MILO_ses-20221101_task-REST_run-2_bold.nii.gz,,bold,M,,,,8/6/21,,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
161,site-NKIdev,001,027,3,001/027/func/sub-001_ses-027_task-REST_run-3_bold.nii.gz,0,0,sub-MILO_ses-20221101_task-REST_run-3_bold.nii.gz,,bold,M,,,,8/6/21,,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
162,site-NKIdev,001,028,1,sub-001/ses-028/anat/sub-001_ses-028_run-1_T1w.nii.gz,0,1,sub-MILO_ses-20221201_run-1_T1w.nii.gz,,T1w,M,1.32054433,68.8571429,482,8/6/21,12/1/22,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
163,site-NKIdev,001,028,2,sub-001/ses-028/anat/sub-001_ses-028_run-2_T1w.nii.gz,0,0,sub-MILO_ses-20221201_run-2_T1w.nii.gz,,T1w,M,1.32054433,68.8571429,482,8/6/21,12/1/22,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
164,site-NKIdev,001,028,1,sub-001/ses-028/anat/sub-001_ses-028_run-1_T2w.nii.gz,0,0,sub-MILO_ses-20221201_T2w.nii.gz,,T2w,M,1.32054433,68.8571429,482,8/6/21,12/1/22,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
165,site-NKIdev,001,028,1,001/028/func/sub-001_ses-028_task-REST_run-1_bold.nii.gz,0,0,sub-MILO_ses-20221201_task-REST_run-1_bold.nii.gz,,bold,M,,,,8/6/21,,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
166,site-NKIdev,001,028,2,001/028/func/sub-001_ses-028_task-REST_run-2_bold.nii.gz,0,0,sub-MILO_ses-20221201_task-REST_run-2_bold.nii.gz,,bold,M,,,,8/6/21,,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
167,site-NKIdev,001,028,3,001/028/func/sub-001_ses-028_task-REST_run-3_bold.nii.gz,0,0,sub-MILO_ses-20221201_task-REST_run-3_bold.nii.gz,,bold,M,,,,8/6/21,,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
168,site-NKIdev,001,029,1,sub-001/ses-029/anat/sub-001_ses-029_run-1_T1w.nii.gz,0,1,sub-MILO_ses-20221222_run-1_T1w.nii.gz,,T1w,M,1.37807842,71.8571429,503,8/6/21,12/22/22,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
169,site-NKIdev,001,029,2,sub-001/ses-029/anat/sub-001_ses-029_run-2_T1w.nii.gz,0,0,sub-MILO_ses-20221222_run-2_T1w.nii.gz,,T1w,M,1.37807842,71.8571429,503,8/6/21,12/22/22,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
170,site-NKIdev,001,029,1,sub-001/ses-029/anat/sub-001_ses-029_run-1_T2w.nii.gz,0,0,sub-MILO_ses-20221222_T2w.nii.gz,,T2w,M,1.37807842,71.8571429,503,8/6/21,12/22/22,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
171,site-NKIdev,001,029,1,001/029/func/sub-001_ses-029_task-REST_run-1_bold.nii.gz,0,0,sub-MILO_ses-20221222_task-REST_run-1_bold.nii.gz,,bold,M,,,,8/6/21,,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
172,site-NKIdev,001,029,2,001/029/func/sub-001_ses-029_task-REST_run-2_bold.nii.gz,0,0,sub-MILO_ses-20221222_task-REST_run-2_bold.nii.gz,,bold,M,,,,8/6/21,,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
173,site-NKIdev,001,029,3,001/029/func/sub-001_ses-029_task-REST_run-3_bold.nii.gz,0,0,sub-MILO_ses-20221222_task-REST_run-3_bold.nii.gz,,bold,M,,,,8/6/21,,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
174,site-NKIdev,002,001,1,sub-002/ses-001/anat/sub-002_ses-001_run-1_T1w.nii.gz,1,1,sub-OOPS_ses-20190509_run-1_T1w.nii.gz,,T1w,F,0.07123268,3.71428571,26,4/13/19,5/9/19,Control,Macaca Mulatta,BrainCharts,,@tank:/projects/NHP_processed/developmental_in/',,,,
